
 Name : queen69 đã tách vật phẩm || Vật phẩm tách: 868 || Số lượng vật phẩm ban đầu 882 || Số lượng tách: 150 || Số lượng vật phẩm sau khi tách: 732 và 150|| Thời gian tách : 2022-06-01 05:10:15
 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 2166 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 2116 và 50|| Thời gian tách : 2022-06-01 18:07:18

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 2116 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 2066 và 50|| Thời gian tách : 2022-06-01 18:07:23

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 2066 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 2016 và 50|| Thời gian tách : 2022-06-01 18:07:27

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 585 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-06-01 18:09:30

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1154 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1153 và 1|| Thời gian tách : 2022-06-01 18:11:03

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1153 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1152 và 1|| Thời gian tách : 2022-06-01 18:11:07

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1152 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1151 và 1|| Thời gian tách : 2022-06-01 18:11:11

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1151 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1150 và 1|| Thời gian tách : 2022-06-01 18:11:15

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1150 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1149 và 1|| Thời gian tách : 2022-06-01 18:11:19

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1149 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1148 và 1|| Thời gian tách : 2022-06-01 18:11:23

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1148 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1147 và 1|| Thời gian tách : 2022-06-01 18:11:26

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1147 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1146 và 1|| Thời gian tách : 2022-06-01 18:11:30

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1146 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1145 và 1|| Thời gian tách : 2022-06-01 18:11:33

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1145 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1144 và 1|| Thời gian tách : 2022-06-01 18:11:37

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1144 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1143 và 1|| Thời gian tách : 2022-06-01 18:11:41

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1143 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1142 và 1|| Thời gian tách : 2022-06-01 18:11:45

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1142 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1141 và 1|| Thời gian tách : 2022-06-01 18:11:51

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1141 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1140 và 1|| Thời gian tách : 2022-06-01 18:11:58

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1140 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1139 và 1|| Thời gian tách : 2022-06-01 18:12:06

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1139 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1138 và 1|| Thời gian tách : 2022-06-01 18:12:09

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1138 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1137 và 1|| Thời gian tách : 2022-06-01 18:12:13

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1137 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1136 và 1|| Thời gian tách : 2022-06-01 18:12:16

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1136 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1135 và 1|| Thời gian tách : 2022-06-01 18:12:20

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 1135 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1134 và 1|| Thời gian tách : 2022-06-01 18:12:24

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 993 || Số lượng vật phẩm ban đầu 14970 || Số lượng tách: 1000 || Số lượng vật phẩm sau khi tách: 13970 và 1000|| Thời gian tách : 2022-06-01 18:23:02

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 48 || Số lượng tách: 30 || Số lượng vật phẩm sau khi tách: 18 và 30|| Thời gian tách : 2022-06-01 18:28:09

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 171 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 170 và 1|| Thời gian tách : 2022-06-01 18:45:41

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 170 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 169 và 1|| Thời gian tách : 2022-06-01 18:45:44

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 169 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 168 và 1|| Thời gian tách : 2022-06-01 18:45:47

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 168 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 167 và 1|| Thời gian tách : 2022-06-01 18:45:50

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 167 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 166 và 1|| Thời gian tách : 2022-06-01 18:45:53

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 166 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 165 và 1|| Thời gian tách : 2022-06-01 18:45:55

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 165 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 164 và 1|| Thời gian tách : 2022-06-01 18:45:58

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 164 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 163 và 1|| Thời gian tách : 2022-06-01 18:46:01

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 163 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 162 và 1|| Thời gian tách : 2022-06-01 18:46:03

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 162 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 161 và 1|| Thời gian tách : 2022-06-01 18:46:06

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 161 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 160 và 1|| Thời gian tách : 2022-06-01 18:46:08

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 160 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 159 và 1|| Thời gian tách : 2022-06-01 18:46:11

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 159 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 158 và 1|| Thời gian tách : 2022-06-01 18:46:14

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 158 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 157 và 1|| Thời gian tách : 2022-06-01 18:46:17

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 157 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 156 và 1|| Thời gian tách : 2022-06-01 18:46:21

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 156 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 155 và 1|| Thời gian tách : 2022-06-01 18:46:38

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 155 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 154 và 1|| Thời gian tách : 2022-06-01 18:46:41

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 154 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 153 và 1|| Thời gian tách : 2022-06-01 18:46:44

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 153 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 152 và 1|| Thời gian tách : 2022-06-01 18:46:47

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 152 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 151 và 1|| Thời gian tách : 2022-06-01 18:46:49

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 44 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 43 và 1|| Thời gian tách : 2022-06-01 18:59:46

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 43 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 42 và 1|| Thời gian tách : 2022-06-01 18:59:49

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 42 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 41 và 1|| Thời gian tách : 2022-06-01 18:59:54

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 40 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 39 và 1|| Thời gian tách : 2022-06-01 19:07:15

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 39 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 38 và 1|| Thời gian tách : 2022-06-01 19:07:17

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 38 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 37 và 1|| Thời gian tách : 2022-06-01 19:07:21

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 37 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 36 và 1|| Thời gian tách : 2022-06-01 19:07:23

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 36 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 35 và 1|| Thời gian tách : 2022-06-01 19:07:25

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 35 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 34 và 1|| Thời gian tách : 2022-06-01 19:07:29

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 34 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 33 và 1|| Thời gian tách : 2022-06-01 19:07:31

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 33 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 32 và 1|| Thời gian tách : 2022-06-01 19:07:33

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 32 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 31 và 1|| Thời gian tách : 2022-06-01 19:07:35

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 31 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 30 và 1|| Thời gian tách : 2022-06-01 19:07:39

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 30 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 29 và 1|| Thời gian tách : 2022-06-01 19:07:42

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 29 || Số lượng tách: 11 || Số lượng vật phẩm sau khi tách: 18 và 11|| Thời gian tách : 2022-06-01 19:07:47

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 11 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 10 và 1|| Thời gian tách : 2022-06-01 19:07:50

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 10 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 9 và 1|| Thời gian tách : 2022-06-01 19:07:54

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 9 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 8 và 1|| Thời gian tách : 2022-06-01 19:07:57

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 8 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 7 và 1|| Thời gian tách : 2022-06-01 19:07:59

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 7 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 6 và 1|| Thời gian tách : 2022-06-01 19:08:01

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 6 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 5 và 1|| Thời gian tách : 2022-06-01 19:08:03

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 5 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 4 và 1|| Thời gian tách : 2022-06-01 19:08:05

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-06-01 19:08:07

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 3 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 2 và 1|| Thời gian tách : 2022-06-01 19:08:10

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-06-01 19:08:12

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 18 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 17 và 1|| Thời gian tách : 2022-06-01 19:08:20

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 17 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 16 và 1|| Thời gian tách : 2022-06-01 19:08:23

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 16 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 15 và 1|| Thời gian tách : 2022-06-01 19:08:26

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 15 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14 và 1|| Thời gian tách : 2022-06-01 19:08:28

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 14 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 13 và 1|| Thời gian tách : 2022-06-01 19:08:30

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 13 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 12 và 1|| Thời gian tách : 2022-06-01 19:08:32

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 12 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 11 và 1|| Thời gian tách : 2022-06-01 19:08:37

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 11 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 10 và 1|| Thời gian tách : 2022-06-01 19:08:39

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 10 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 9 và 1|| Thời gian tách : 2022-06-01 19:08:42

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 9 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 8 và 1|| Thời gian tách : 2022-06-01 19:08:44

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 8 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 7 và 1|| Thời gian tách : 2022-06-01 19:08:46

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 7 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 6 và 1|| Thời gian tách : 2022-06-01 19:08:48

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 6 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 5 và 1|| Thời gian tách : 2022-06-01 19:08:50

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 5 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 4 và 1|| Thời gian tách : 2022-06-01 19:08:52

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-06-01 19:08:54

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 3 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 2 và 1|| Thời gian tách : 2022-06-01 19:08:56

 Name : huyxinhgai đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-06-01 19:08:59

 Name : baoanh đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 967 || Số lượng tách: 160 || Số lượng vật phẩm sau khi tách: 807 và 160|| Thời gian tách : 2022-06-01 19:37:27

 Name : trumtieuday đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 47 || Số lượng tách: 40 || Số lượng vật phẩm sau khi tách: 7 và 40|| Thời gian tách : 2022-06-01 19:38:44

 Name : baoanh đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 807 || Số lượng tách: 800 || Số lượng vật phẩm sau khi tách: 7 và 800|| Thời gian tách : 2022-06-01 19:41:59

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 308 || Số lượng tách: 60 || Số lượng vật phẩm sau khi tách: 248 và 60|| Thời gian tách : 2022-06-01 19:47:43

 Name : andanh đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 8252 || Số lượng tách: 290 || Số lượng vật phẩm sau khi tách: 7962 và 290|| Thời gian tách : 2022-06-01 20:06:07

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 949 || Số lượng vật phẩm ban đầu 23 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 13 và 10|| Thời gian tách : 2022-06-01 20:53:50

 Name : hahahah đã tách vật phẩm || Vật phẩm tách: 949 || Số lượng vật phẩm ban đầu 13 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 3 và 10|| Thời gian tách : 2022-06-01 20:53:53

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 1500 || Số lượng tách: 400 || Số lượng vật phẩm sau khi tách: 1100 và 400|| Thời gian tách : 2022-06-01 21:04:38

 Name : andanh đã tách vật phẩm || Vật phẩm tách: 959 || Số lượng vật phẩm ban đầu 207 || Số lượng tách: 7 || Số lượng vật phẩm sau khi tách: 200 và 7|| Thời gian tách : 2022-06-01 21:04:47

 Name : andanh đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 365 || Số lượng tách: 165 || Số lượng vật phẩm sau khi tách: 200 và 165|| Thời gian tách : 2022-06-01 21:08:11

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 949 || Số lượng vật phẩm ban đầu 299 || Số lượng tách: 10 || Số lượng vật phẩm sau khi tách: 289 và 10|| Thời gian tách : 2022-06-01 22:14:28

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 417 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 367 và 50|| Thời gian tách : 2022-06-01 22:47:01

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 367 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 317 và 50|| Thời gian tách : 2022-06-01 22:47:06

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 317 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 267 và 50|| Thời gian tách : 2022-06-01 22:47:12

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 267 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 217 và 50|| Thời gian tách : 2022-06-01 22:47:17

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 217 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 167 và 50|| Thời gian tách : 2022-06-01 22:47:21

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 167 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 117 và 50|| Thời gian tách : 2022-06-01 22:47:25

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 117 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 67 và 50|| Thời gian tách : 2022-06-01 22:47:29

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 67 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 17 và 50|| Thời gian tách : 2022-06-01 22:47:34

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 753 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 703 và 50|| Thời gian tách : 2022-06-01 22:47:49

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 456 || Số lượng vật phẩm ban đầu 703 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 653 và 50|| Thời gian tách : 2022-06-01 22:47:54

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2937 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2917 và 20|| Thời gian tách : 2022-06-01 22:48:15

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2917 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2897 và 20|| Thời gian tách : 2022-06-01 22:48:19

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2897 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2877 và 20|| Thời gian tách : 2022-06-01 22:48:23

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2877 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2857 và 20|| Thời gian tách : 2022-06-01 22:48:27

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2857 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2837 và 20|| Thời gian tách : 2022-06-01 22:48:31

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2837 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2817 và 20|| Thời gian tách : 2022-06-01 22:48:35

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2817 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2797 và 20|| Thời gian tách : 2022-06-01 22:48:39

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2797 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2777 và 20|| Thời gian tách : 2022-06-01 22:48:43

 Name : hoangbjp98 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 2777 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 2757 và 20|| Thời gian tách : 2022-06-01 22:48:47

